Ártal,Grófflokkun,Fínflokkun,Lýsing,Nánar,Virkur,Listi sakarefna í Réttarvörslugátt/Frá dómstólum,Spurningar / athugasemdir
2002-044-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á lögum um geislavarnir,,TRUE,Sérrefsilagabrot önnur,
2002-052-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á samþykkt um hundahald í Reykjavík,,TRUE,Sérrefsilagabrot önnur,
2002-055-000-000,Sérrefsilagabrot,Sérrefsilög,Brot á lögum um útflutning hrossa,,TRUE,Sérrefsilagabrot önnur,
2002-080-000-000,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Barnaverndarlög,Brot gegn börnum,TRUE,Barnaverndarlög,
2002-080-096-001,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Barnaverndarlög - Brot gegn tilkynningarskyldu,Vísvitandi rangar eða villandi upplýsingar til barnaverndar,TRUE,Barnaverndarlög,
2002-080-096-002,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Barnaverndarlög - Brot gegn tilkynningarskyldu,Látið hjá líða að tilkynna til barnaverndar svo illa meðferð eða slæman aðbúnað barns að lífi þess eða heilsu sé hætta búin,TRUE,Barnaverndarlög,
2002-080-097-002,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Barnaverndarlög – Samskipti við barn gegn banni barnaverndar,"Haft samband við barn, það heimsótt eða ónáðað gegn banni barnaverndar eða dómstóla",TRUE,Barnaverndarlög,
2002-080-097-003,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Barnaverndarlög - Brotið gegn tilkynningarskyldu vegna þátttöku yngri en 18 ára í fyrirsætu- og fegurðarkeppnum,Til Barnaverndarstofu,TRUE,Barnaverndarlög,
2002-080-098-001,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Barnaverndarlög - Brot umsjáraðila gegn barni,"Andlegt, líkamlegt og/eða kynferðislegt ofbeldi eða vanræksla þannig að lífi þess eða heilsu  sé hætta búin",TRUE,Barnaverndarlög,
2002-080-099-001,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Barnaverndarlög - Brot annarra en umsjáraðila gegn börnum  ,"Andlegar eða líkamlegar refsingar, hótanir, ógnanir eða önnur vanvirðandi háttsemi gegn barni",TRUE,Barnaverndarlög,
2002-080-099-002,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Barnaverndarlög - Brot annarra en umsjáraðila gegn börnum ,"Hvatning til lögbrota, áfengis- og vímuefnaneyslu og annarrar áhættuhegðunar",TRUE,Barnaverndarlög,
2002-080-099-003,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Barnaverndarlög - Brot annarra en umsjáraðila gegn börnum ,"Barni sýndur yfirgangur, ruddalegt eða ósiðlegt athæfi, það sært eða móðgað",TRUE,Barnaverndarlög,
2002-097-000-000,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Brot á lögum um atvinnuréttindi útlendinga,,TRUE,Sérrefsilagabrot önnur,
2002-097-006-002,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Atvinnurekandi ræður útlending til starfa án atvinnuleyfis,,TRUE,Sérrefsilagabrot önnur,
2002-097-006-003,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Útlendingur ræður sig í vinnu eða starfar sjálfstætt án fengins leyfis,,TRUE,Sérrefsilagabrot önnur,
2002-103-000-000,Sérrefsilagabrot,Atvinnuvegir - landbúnaður,Brot á lögum um búfjárhald o.fl.,,TRUE,Sérrefsilagabrot önnur,
2002-161-030-000,Sérrefsilagabrot,Sérrefsilög,Takmarkanir ekki gerðar á stórum áhættum,,TRUE,Sérrefsilagabrot önnur,
2002-161-058-000,Sérrefsilagabrot,Stjórnarfar - fjárhagsmálefni,"Stjórnarmenn fjármálafyrirtækis, framkvæmdastjórar, endurskoðendur, starfsmenn  brjóta þagnarskyldu gagnvart viðskiptamönnum",,TRUE,Sérrefsilagabrot önnur,
2002-438-000-000,Sérrefsilagabrot,Atvinnuvegir - landbúnaður,Brot á reglugerð um aðbúnað nautgripa og eftirlit með framleiðslu mjólkur,,TRUE,Sérrefsilagabrot önnur,
2002-509-0000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á lögreglusamþykkt fyrir Ísafjarðarbæ,,TRUE,Brot gegn lögreglusamþykkt,
2002-659-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á reglugerð um hollustuhætti,,TRUE,Sérrefsilagabrot önnur,
2002-743-000-000,Sérrefsilagabrot,Atvinnuvegir - landbúnaður,Brot á reglugerð um búfjáreftirlit o.fl.,,TRUE,Sérrefsilagabrot önnur,
2003-030-000-000,Sérrefsilagabrot,Sérrefsilög,"Verðbréf, lög um verðbréfasjóði og fjárfestingasjóði",,TRUE,Sérrefsilagabrot önnur,
2003-033-000-000,Sérrefsilagabrot,Sérrefsilög,"Verðbréf, lög um verðbréfaviðskipti",,TRUE,Sérrefsilagabrot önnur,
2003-041-006-001,Sérrefsilagabrot,Atvinnuvegir - siglingar og útgerð,Skip tilkynnir ekki staðsetningu sína til vaktstöðvar siglinga,,TRUE,Sérrefsilagabrot önnur,
2003-041-006-002,Sérrefsilagabrot,Atvinnuvegir - siglingar og útgerð,"Erlent skip tilkynnir ekki, eða á ófullkominn hátt, um komu sína inn í íslenska efnahagslögsögu",,TRUE,Sérrefsilagabrot önnur,
2003-055-000-000,Sérrefsilagabrot,Atvinnuvegir - fiskveiðar og sjávarútveg,Brot á reglugerð um leyfi til vinnslu afla um borð í skipum,,TRUE,Sérrefsilagabrot önnur,
2003-055-000-000,Sérrefsilagabrot,Sérrefsilög,Brot á lögum um meðhöndlun úrgangs,,TRUE,Sérrefsilagabrot önnur,
2003-061-000-000,Sérrefsilagabrot,Stjórnarfar - samgöngur,Brot á hafnalögum,,TRUE,Sérrefsilagabrot önnur,
2003-076-028a-003,Sérrefsilagabrot,Sérrefsilög,Annar forsjáraðili fer með barn úr landi án samþykkis hins,,TRUE,Sérrefsilagabrot önnur,
2003-090-109-001,Sérrefsilagabrot,Stjórnarfar - skattar og gjöld,"Rangfærsla skattframtala, vantalning tekna",,TRUE,Skattalagabrot,
2003-090-109-002,Sérrefsilagabrot,Stjórnarfar - skattar og gjöld,Skattframtali ekki skilað,,TRUE,Skattalagabrot,
2003-1017-010-000,Sérrefsilagabrot,Sérrefsilög,Skip og búnaður ekki fært til skoðunar,,TRUE,Sérrefsilagabrot önnur,
2003-1017-013-001,Sérrefsilagabrot,Sérrefsilög,Vöntun á öryggisbúnaði báts eða skips,Handblys,TRUE,Sérrefsilagabrot önnur,
2003-1017-013-001,Sérrefsilagabrot,Sérrefsilög,Vöntun á öryggisbúnaði báts eða skips,Neyðarflugeldar,TRUE,Sérrefsilagabrot önnur,
2003-1017-015-002,Sérrefsilagabrot,Sérrefsilög,Vöntun á öryggisbúnaði,Slökkvitæki vantar,TRUE,Sérrefsilagabrot önnur,
2003-486-000-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Brot á reglugerð um stjórn hreindýraveiða,,TRUE,Sérrefsilagabrot önnur,
2003-952-000-000,Sérrefsilagabrot,"Skotvopn, skoteldar og sprengiefni",Brot á reglugerð um skotelda,,TRUE,Vopnalagabrot,
2004-000-000-000,Sérrefsilagabrot,Sérrefsilög,Brot á samþykkt um hundahald í Súðavíkurhreppi,,TRUE,Sérrefsilagabrot önnur,
2004-033-000-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Brot á lögum um varnir gegn mengun hafs og stranda,,TRUE,Sérrefsilagabrot önnur,
2004-047-000-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Brot á lögum um þjóðgarðinn á Þingvöllum,,TRUE,Sérrefsilagabrot önnur,
2004-050-000-000,Sérrefsilagabrot,Atvinnuvegir - siglingar og útgerð,Lög um siglingavernd,,TRUE,Sérrefsilagabrot önnur,
2004-087-000-000,Sérrefsilagabrot,Stjórnarfar - samgöngur,Brot á lögum um olíugjald og kílómetragjald,,TRUE,Sérrefsilagabrot önnur,
2004-087-004-003,Sérrefsilagabrot,Atvinnuvegir - almenn ákvæði,Óheimilt að nota litaða olíu á skráningarskyld ökutæki sbr. 63. gr. umferðarlaga,,TRUE,Sérrefsilagabrot önnur,
2004-097-010-001,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Lög um verndun Mývatns og Laxár í Suður-Þingeyjarsýslu,Refsiábyrgð og dagsektir,TRUE,Sérrefsilagabrot önnur,
2004-099-000-000,Sérrefsilagabrot,Atvinnuvegir - verslun,"Lög um sölu fasteigna, fyrirtækja og skipa ",,TRUE,Sérrefsilagabrot önnur,
2004-326-000-000,Sérrefsilagabrot,Stjórnarfar - samgöngur,Brot á reglugerð um hafnamál,,TRUE,Sérrefsilagabrot önnur,
2004-993-000-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Brot á reglugerð um framkvæmd samnings um alþjóðaverslun með tegundir villtra dýra og pantna sem eru í útrýmingarhættu,,TRUE,Sérrefsilagabrot önnur,
2005-034-009-000,Sérrefsilagabrot,Sérrefsilög,Brot gegn lögum um græðara,,TRUE,Sérrefsilagabrot önnur,
2005-038-000-000,Sérrefsilagabrot,Atvinnuvegir - verslun,Brot á lögum um happdrætti,,TRUE,Sérrefsilagabrot önnur,
2005-044-000-000,Sérrefsilagabrot,Atvinnuvegir - almenn ákvæði,Brot á samkeppnislögum,,TRUE,Sérrefsilagabrot önnur,
2005-057-000-000,Sérrefsilagabrot,Sérrefsilög,Brot á lögum um eftirlit með viðskiptaháttum og markaðssetningu,,TRUE,Sérrefsilagabrot önnur,
2005-079-000-000,Sérrefsilagabrot,Atvinnuvegir - fiskveiðar og sjávarútveg,Brot á lögum um uppboðsmarkaði sjávarafla,,TRUE,Sérrefsilagabrot önnur,
2005-085-001-000,Sérrefsilagabrot,Atvinnuvegir - veiði og friðun,Lög um verndun Þingvallavatns og vatnasviðs þess,Verndun Þingvallavatns og vatnasviðs þess,TRUE,Sérrefsilagabrot önnur,
2005-088-027a-000,Sérrefsilagabrot,Tollalög,Brot á upplýsingagjöf um flutning fjármuna,,TRUE,Tollalagabrot,
2005-088-162-002,Sérrefsilagabrot,Tollalög,Ólögmætur flutningur fjármuna til eða frá Íslandi,,TRUE,Tollalagabrot,
2005-088-170-000,Sérrefsilagabrot,Sérrefsilög,"Tollalög, ólöglegur innflutningur",,TRUE,Tollalagabrot,
2005-088-170-000,Sérrefsilagabrot,Tollalög,Tollalög - Vara flutt til landsins eða frá tollfrjálsu svæði án þess að tollayfirvöldum sé gerð grein fyrir henni,,TRUE,Tollalagabrot,
2005-088-171-001,Sérrefsilagabrot,Tollalög,"Ólöglega innflutt vara seld, keypt eða veitt viðtöku þótt vitað sé eða megi vita að um ólöglegan innflutning sé að ræða.",,TRUE,Tollalagabrot,
2005-088-172-000,Sérrefsilagabrot,Tollalög,"Tollalög - Rangar upplýsingar veittar um tegund, magn eða verðmæti vöru veittar af ásetningi eða stórfelldu gáleysi",Vegna innflutnings vöru,TRUE,Tollalagabrot,
2005-088-172-000,Sérrefsilagabrot,Tollalög,"Tollalög - Rangar upplýsingar veittar um tegund, magn eða verðmæti vöru veittar af ásetningi eða stórfelldu gáleysi",Vegna úflutnings vöru,TRUE,Tollalagabrot,
2005-088-172-003,Sérrefsilagabrot,Tollalög,Tollmiðlari aðstoðar við ranga eða villandi skýrslugjöf til tollyfirvalda eða veitir rangar eða villandi upplýsingar  af ásetningi eða gáleysi,,TRUE,Tollalagabrot,
2005-088-173-000,Sérrefsilagabrot,Tollalög,Tollalög - Að láta í té eða valda því að látin séu í té skjöl eða vottorð sem eru röng í mikilvægum atriðum um uppruna útflutningsvöru,,TRUE,Tollalagabrot,
2005-088-178-001,Sérrefsilagabrot,Tollalög,Vara afhent ótollafgreidd án leyfis tollstjóra,Varan afhent,TRUE,Tollalagabrot,
2005-088-178-001,Sérrefsilagabrot,Tollalög,Vara afhent ótollafgreidd án leyfis tollstjóra,Varan móttekin,TRUE,Tollalagabrot,
2005-139-002-004,Sérrefsilagabrot,Atvinnuvegir - almenn ákvæði,Rekstur starfsmannaleiguþjónustu án þess að vera á skrá hjá Vinnumálastofnun,,TRUE,Sérrefsilagabrot önnur,
2005-287-000-000,Sérrefsilagabrot,Stjórnarfar - samgöngur,Brot á hafnarreglugerð fyrir Hafnasamlag Norðurlands bs.,,TRUE,Sérrefsilagabrot önnur,
2005-793-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á samþykkt um hundahald á Fljótsdalshéraði,,TRUE,Sérrefsilagabrot önnur,
2005-795-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á samþykkt um kattahald á Fljótsdalshéraði,,TRUE,Sérrefsilagabrot önnur,
2005-828-1-1,Sérrefsilagabrot,Áfengislög,"Brot á reglugerð nr. 828/2005 um framleiðslu, innflutning og heildsölu áfengis í atvinnuskyn",,TRUE,Áfengislagabrot,
2006-003-121-000,Sérrefsilagabrot,Sérrefsilög,"Vanrækt að semja ársreikning, þeir rangfærðir eða vanrækt skil til ársreikningaskrár",,TRUE,Sérrefsilagabrot önnur,
2006-061-000-000,Sérrefsilagabrot,Sérrefsilög,Brot á lögum um lax- og silungsveiði,,TRUE,Sérrefsilagabrot önnur,
2006-091-000-000,Sérrefsilagabrot,Atvinnuvegir - siglingar og útgerð,"Brot á lögum um mælingar, mæligrunna og vigtarmenn",,TRUE,Sérrefsilagabrot önnur,
2006-116-000-000,Sérrefsilagabrot,Atvinnuvegir - fiskveiðar og sjávarútveg,Brot á lögum um stjórn fiskveiða,,TRUE,Sérrefsilagabrot önnur,
2006-160-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,"Brot á reglugerð um aðbúnað, umhirðu og heilbrigðiseftirlit hrossa",,TRUE,Sérrefsilagabrot önnur,
2006-162-000-000,Sérrefsilagabrot,Stjórnarfar - fjárhagsmálefni,Brot á lögum um fjármál stjórnmálasamtaka og frambjóðenda og um upplýsingaskyldu þeirra ,,TRUE,Sérrefsilagabrot önnur,
2007-000-000-000,Sérrefsilagabrot,Sérrefsilög,Brot á reglum um hundahald í Hveragerði,,TRUE,Sérrefsilagabrot önnur,
2007-060-014-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,"Spjöllum eða raski valdið á lífríki, jarðmyndunum og landslagi innan Vatnajökulsþjóðgarðs",,TRUE,Sérrefsilagabrot önnur,
2007-060-015-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Akstur vélknúinna ökutækja utan vega í Vatnajökulsþjóðgarði,,TRUE,Sérrefsilagabrot önnur,
2007-060-015-005,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Lending loftfars innan Vatnajökulsþjóðgarðs án leyfis,,TRUE,Sérrefsilagabrot önnur,
2007-060-018-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Brot á lögum um Vatnajökulsþjóðgarð,,TRUE,Sérrefsilagabrot önnur,
2007-080-000-000,Sérrefsilagabrot,Stjórnarfar - samgöngur,Brot á vegalögum,,TRUE,Sérrefsilagabrot önnur,
2007-080-050-000,Sérrefsilagabrot,Stjórnarfar - samgöngur,Lausaganga búfjár á stofnvegum og tengivegum þar sem girt er báðum megin og lokað ágangi búfjár,,TRUE,Sérrefsilagabrot önnur,
2007-085-000-000,Sérrefsilagabrot,Atvinnuvegir - veitingar - samkomuhús,"Brot á lögum um veitingastaði, gististaði og skemmtanahald",,TRUE,Sérrefsilagabrot önnur,
2007-085-005-001,Sérrefsilagabrot,Atvinnuvegir - veitingar - samkomuhús,Dvöl ungmennis yngri en 18 ára á vínveitingastað eftir kl. 22:00,,TRUE,Sérrefsilagabrot önnur,
2007-100-000-000,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Brot á lögum um almannatryggingar,,TRUE,Sérrefsilagabrot önnur,
2007-108-000-000,Sérrefsilagabrot,Stjórnarfar - fjárhagsmálefni,Brot á lögum um verðbréfaviðskipti,,TRUE,Sérrefsilagabrot önnur,
2007-1127-000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á reglugerð um lögreglusamþykktir,,TRUE,Brot gegn lögreglusamþykkt,
2007-430-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á reglugerð um bann við notkun asbests á vinnustöðum,,TRUE,Sérrefsilagabrot önnur,
2007-733-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á samþykkt um hundahald í Skeiða- og Gnúpverjahreppi ,,TRUE,Sérrefsilagabrot önnur,
2008-010-000-000,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Brot á lögum um jafna stöðu og jafnan rétt kvenna og karla,,TRUE,Sérrefsilagabrot önnur,
2008-040-000-000,Sérrefsilagabrot,Sérrefsilög,Brot á lögum um samræmda neyðarsvörun,,TRUE,Sérrefsilagabrot önnur,
2008-052-029-000,Sérrefsilagabrot,Sérrefsilög,Lög um Landhelgisgæslu Íslands,Brot gegn 10. grein,TRUE,Sérrefsilagabrot önnur,
2008-052-029-000,Sérrefsilagabrot,Sérrefsilög,Lög um Landhelgisgæslu Íslands,Brot gegn 11. grein,TRUE,Sérrefsilagabrot önnur,
2008-052-029-000,Sérrefsilagabrot,Sérrefsilög,Lög um Landhelgisgæslu Íslands,Brot gegn 26. grein,TRUE,Sérrefsilagabrot önnur,
2008-052-029-000,Sérrefsilagabrot,Sérrefsilög,Lög um Landhelgisgæslu Íslands,Brot gegn 7. grein,TRUE,Sérrefsilagabrot önnur,
2008-052-029-000,Sérrefsilagabrot,Sérrefsilög,Lög um Landhelgisgæslu Íslands,Brot gegn 9. grein,TRUE,Sérrefsilagabrot önnur,
2008-071-000-000,Sérrefsilagabrot,Atvinnuvegir - fiskveiðar og sjávarútveg,Brot á lögum um fiskeldi,,TRUE,Sérrefsilagabrot önnur,
2008-079-000-000,Sérrefsilagabrot,Sérrefsilög,Brot á lögum um endurskoðendur,,TRUE,Sérrefsilagabrot önnur,
2008-082-000-000,Sérrefsilagabrot,Sérrefsilög,Brot á lögum um almannavarnir,,TRUE,Sérrefsilagabrot önnur,
2008-1097-000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á lögreglusamþykkt fyrir Reykjavíkurborg,,TRUE,Brot gegn lögreglusamþykkt,
2008-636-000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á lögreglusamþykkt fyrir Grundarfjarðarbæ,,TRUE,Brot gegn lögreglusamþykkt,
2008-734-000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á lögreglusamþykkt fyrir Dalvíkurbyggð,,TRUE,Brot gegn lögreglusamþykkt,
2008-770-000-000,Sérrefsilagabrot,Atvinnuvegir - siglingar og útgerð,Brot á reglugerð um fjareftirlit,,TRUE,Sérrefsilagabrot önnur,
2008-903-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á samþykkt um hundahald í Sveitarfélaginu Árborg,,TRUE,Sérrefsilagabrot önnur,
2009-055-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á lögum um sjúkraskrár,,TRUE,Sérrefsilagabrot önnur,
2009-299-000-000,Sérrefsilagabrot,Atvinnuvegir - landbúnaður,Brot á fjallskilasamþykkt fyrir Austur-Húnavatnssýslu,,TRUE,Sérrefsilagabrot önnur,
2009-579-000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á lögreglusamþykkt fyrir Hveragerðisbæ,,TRUE,Brot gegn lögreglusamþykkt,
2009-590-000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á lögreglusamþykkt fyrir Fljótsdalshérað,,TRUE,Brot gegn lögreglusamþykkt,
2010-058-000-000,Sérrefsilagabrot,Stjórnarfar - landshagir,Brot á lög um eftirlit með þjónustu og hlutum sem geta haft hernaðarlega þýðingu ,,TRUE,Sérrefsilagabrot önnur,
2010-123-000-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Brot á skipulagslögum,,TRUE,Sérrefsilagabrot önnur,
2010-160-000-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Brot á lögum um mannvirki,,TRUE,Sérrefsilagabrot önnur,
2010-17a-000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á lögreglusamþykkt fyrir Hafnarfjörð,,TRUE,Brot gegn lögreglusamþykkt,
2010-390-000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á lögreglusamþykkt fyrir Borgarbyggð,,TRUE,Brot gegn lögreglusamþykkt,
2010-425-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á samþykkt um hundahald í Flóahreppi,,TRUE,Sérrefsilagabrot önnur,
2010-704-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,"Brot á samþykkt um hundahald í Seyðisfjarðarkaupstað, á Fljótsdalshéraði, í Fjarðarbyggð og í Vopnafjarðarhreppi",,TRUE,Sérrefsilagabrot önnur,
2010-705-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,"Brot á samþykkt um kattahald og gæludýrahald annarra dýra en hunda í Seyðisfjarðarkaupstað, á Fljótsdalshéraði, í Fjarðarbyggð og í Vopnafjarðarhreppi",,TRUE,Sérrefsilagabrot önnur,
2010-770-000-000,Sérrefsilagabrot,Stjórnarfar - samgöngur,Brot á reglugerð um flugreglur,,TRUE,Sérrefsilagabrot önnur,
2010-817-000-000,Sérrefsilagabrot,Atvinnuvegir - fiskveiðar og sjávarútveg,Brot á reglugerð um lögskráningu sjómanna,,TRUE,Sérrefsilagabrot önnur,
2010-849-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á samþykkt um hundahald í Bláskógabyggð,,TRUE,Sérrefsilagabrot önnur,
2011-086-007-001,Sérrefsilagabrot,Sérrefsilög,Brot gegn einkaleyfi ÁTVR til að selja og afhenda áfengi í smásölu,,TRUE,Sérrefsilagabrot önnur,
2011-210-000-000,Sérrefsilagabrot,Atvinnuvegir - fiskveiðar og sjávarútveg,Brot á reglugerð um nýtingu afla og aukaafurða,,TRUE,Líklega ekki í gildi,
2011-954-004-001,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Notkun öflugra leysa eða öflugra leysibenda án leyfis Geislavarna ríkisins,,TRUE,Sérrefsilagabrot önnur,
2011-990-000-000,Sérrefsilagabrot,Lögreglusamþykktir,Brot á lögreglusamþykkt fyrir sveitarfélagið Ísafjarðarbæ,,TRUE,Brot gegn lögreglusamþykkt,
2012-034-000-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Brot á lögum um heilbrigðisstarfsmenn,,TRUE,Sérrefsilagabrot önnur,
2012-034-010-000,Sérrefsilagabrot,Stjórnarfar - heilbrigðismál,Óheimil notkun starfsheitis,,TRUE,Sérrefsilagabrot önnur,
2012-080-000-000,Sérrefsilagabrot,Stjórnarfar - menntamál,Brot á lögum um menningarminjar,,TRUE,Sérrefsilagabrot önnur,
2012-470-000-000,Sérrefsilagabrot,Atvinnuvegir - fiskveiðar og sjávarútveg,Brot gegn reglugerð um veiðar á lúðu,,TRUE,Sérrefsilagabrot önnur,
2012-620-000-000,Sérrefsilagabrot,Atvinnuvegir - fiskveiðar og sjávarútveg,Brot á reglum um takmarkanir á veiðum íslenskra skipa úr deilistofnum í lögsögu annarra ríkja,,TRUE,Sérrefsilagabrot önnur,
2013-018-012-000,Sérrefsilagabrot,Lög um rannsókn samgönguslysa,Brot á tilkynningaskyldu vegna flugslysa og alvarlegra flugatvika,,TRUE,Sérrefsilagabrot önnur,
2013-018-016-000,Sérrefsilagabrot,Lög um rannsókn samgönguslysa,Brot á tilkynningaskyldu vegna sjóslysa og sjóatvika,,TRUE,Sérrefsilagabrot önnur,
2013-018-020-000,Sérrefsilagabrot,Lög um rannsókn samgönguslysa,Brot á tilkynningaskyldu vegna umferðarslysa,,TRUE,Sérrefsilagabrot önnur,
2013-018-041-001,Sérrefsilagabrot,Lög um rannsókn samgönguslysa,Starfsmenn eða nefndarmenn rannsóknarnefndar samgönguslysa hindraðir við störf sín,,TRUE,Sérrefsilagabrot önnur,
2013-038-000-000,Sérrefsilagabrot,Atvinnuvegir - landbúnaður,Brot á lögum um búfjárhald,,TRUE,Sérrefsilagabrot önnur,
2013-055-000-000,Sérrefsilagabrot,Stjórnarfar - umhverfismál,Brot á lögum um velferð dýra,,TRUE,Brot á lögum um dýravernd,
